bioguide,name,committee_id,committee_type,committee_name,committee_subcommittee_name,party,title,rank,chamber
S001145,Janice D. Schakowsky,HSIF,house,House Committee on Energy and Commerce,,minority,,3,
B001257,Gus M. Bilirakis,HSIF,house,House Committee on Energy and Commerce,,majority,,4,
M001163,Doris O. Matsui,HSIF,house,House Committee on Energy and Commerce,,minority,,4,
H001067,Richard Hudson,HSIF,house,House Committee on Energy and Commerce,,majority,,5,
C001066,Kathy Castor,HSIF,house,House Committee on Energy and Commerce,,minority,,5,
C001103,"Earl L. ""Buddy"" Carter",HSIF,house,House Committee on Energy and Commerce,,majority,,6,
T000469,Paul Tonko,HSIF,house,House Committee on Energy and Commerce,,minority,,6,
P000609,Gary J. Palmer,HSIF,house,House Committee on Energy and Commerce,,majority,,7,
C001067,Yvette D. Clarke,HSIF,house,House Committee on Energy and Commerce,,minority,,7,
D000628,Neal P. Dunn,HSIF,house,House Committee on Energy and Commerce,,majority,Vice Chair,8,
R000599,Raul Ruiz,HSIF,house,House Committee on Energy and Commerce,,minority,,8,
C001120,Dan Crenshaw,HSIF,house,House Committee on Energy and Commerce,,majority,,9,
P000608,Scott H. Peters,HSIF,house,House Committee on Energy and Commerce,,minority,,9,
J000302,John Joyce,HSIF,house,House Committee on Energy and Commerce,,majority,,10,
D000624,Debbie Dingell,HSIF,house,House Committee on Energy and Commerce,,minority,,10,
W000814,"Randy K. Weber, Sr.",HSIF,house,House Committee on Energy and Commerce,,majority,,11,
V000131,Marc A. Veasey,HSIF,house,House Committee on Energy and Commerce,,minority,,11,
A000372,Rick W. Allen,HSIF,house,House Committee on Energy and Commerce,,majority,,12,
K000385,Robin L. Kelly,HSIF,house,House Committee on Energy and Commerce,,minority,,12,
B001306,Troy Balderson,HSIF,house,House Committee on Energy and Commerce,,majority,,13,
B001300,Nanette Diaz Barragán,HSIF,house,House Committee on Energy and Commerce,,minority,,13,
F000469,Russ Fulcher,HSIF,house,House Committee on Energy and Commerce,,majority,,14,
S001200,Darren Soto,HSIF,house,House Committee on Energy and Commerce,,minority,,14,
P000048,August Pfluger,HSIF,house,House Committee on Energy and Commerce,,majority,,15,
S001216,Kim Schrier,HSIF,house,House Committee on Energy and Commerce,,minority,,15,
H001086,Diana Harshbarger,HSIF,house,House Committee on Energy and Commerce,,majority,,16,
T000482,Lori Trahan,HSIF,house,House Committee on Energy and Commerce,,minority,,16,
M001215,Mariannette Miller-Meeks,HSIF,house,House Committee on Energy and Commerce,,majority,,17,
F000468,Lizzie Fletcher,HSIF,house,House Committee on Energy and Commerce,,minority,,17,
C001039,Kat Cammack,HSIF,house,House Committee on Energy and Commerce,,majority,,18,
O000172,Alexandria Ocasio-Cortez,HSIF,house,House Committee on Energy and Commerce,,minority,,18,
O000019,Jay Obernolte,HSIF,house,House Committee on Energy and Commerce,,majority,,19,
A000148,Jake Auchincloss,HSIF,house,House Committee on Energy and Commerce,,minority,,19,
J000307,John James,HSIF,house,House Committee on Energy and Commerce,,majority,,20,
C001125,Troy A. Carter,HSIF,house,House Committee on Energy and Commerce,,minority,,20,
B000668,Cliff Bentz,HSIF,house,House Committee on Energy and Commerce,,majority,,21,
M001226,Robert Menendez,HSIF,house,House Committee on Energy and Commerce,,minority,,21,
H001093,Erin Houchin,HSIF,house,House Committee on Energy and Commerce,,majority,,22,
M001225,Kevin Mullin,HSIF,house,House Committee on Energy and Commerce,,minority,,22,
F000478,Russell Fry,HSIF,house,House Committee on Energy and Commerce,,majority,,23,
L000601,Greg Landsman,HSIF,house,House Committee on Energy and Commerce,,minority,,23,
L000597,Laurel M. Lee,HSIF,house,House Committee on Energy and Commerce,,majority,,24,
M001227,Jennifer L. McClellan,HSIF,house,House Committee on Energy and Commerce,,minority,,24,
L000600,Nicholas A. Langworthy,HSIF,house,House Committee on Energy and Commerce,,majority,,25,
K000398,"Thomas H. Kean, Jr.",HSIF,house,House Committee on Energy and Commerce,,majority,,26,
R000619,Michael A. Rulli,HSIF,house,House Committee on Energy and Commerce,,majority,,27,
E000300,Gabe Evans,HSIF,house,House Committee on Energy and Commerce,,majority,,28,
G000601,Craig A. Goldman,HSIF,house,House Committee on Energy and Commerce,,majority,,29,
F000482,Julie Fedorchak,HSIF,house,House Committee on Energy and Commerce,,majority,,30,
S001195,Jason Smith,HSWM,house,House Committee on Ways and Means,,majority,Chair,1,
N000015,Richard E. Neal,HSWM,house,House Committee on Ways and Means,,minority,Ranking Member,1,
B001260,Vern Buchanan,HSWM,house,House Committee on Ways and Means,,majority,,2,
D000399,Lloyd Doggett,HSWM,house,House Committee on Ways and Means,,minority,,2,
S001172,Adrian Smith,HSWM,house,House Committee on Ways and Means,,majority,,3,
T000460,Mike Thompson,HSWM,house,House Committee on Ways and Means,,minority,,3,
K000376,Mike Kelly,HSWM,house,House Committee on Ways and Means,,majority,,4,
L000557,John B. Larson,HSWM,house,House Committee on Ways and Means,,minority,,4,
S001183,David Schweikert,HSWM,house,House Committee on Ways and Means,,majority,,5,
D000096,Danny K. Davis,HSWM,house,House Committee on Ways and Means,,minority,,5,
L000585,Darin LaHood,HSWM,house,House Committee on Ways and Means,,majority,,6,
S001156,Linda T. Sánchez,HSWM,house,House Committee on Ways and Means,,minority,,6,
A000375,Jodey C. Arrington,HSWM,house,House Committee on Ways and Means,,majority,,7,
S001185,Terri A. Sewell,HSWM,house,House Committee on Ways and Means,,minority,,7,
E000298,Ron Estes,HSWM,house,House Committee on Ways and Means,,majority,,8,
D000617,Suzan K. DelBene,HSWM,house,House Committee on Ways and Means,,minority,,8,
S001199,Lloyd Smucker,HSWM,house,House Committee on Ways and Means,,majority,,9,
C001080,Judy Chu,HSWM,house,House Committee on Ways and Means,,minority,,9,
H001082,Kevin Hern,HSWM,house,House Committee on Ways and Means,,majority,,10,
M001160,Gwen Moore,HSWM,house,House Committee on Ways and Means,,minority,,10,
M001205,Carol D. Miller,HSWM,house,House Committee on Ways and Means,,majority,,11,
B001296,Brendan F. Boyle,HSWM,house,House Committee on Ways and Means,,minority,,11,
M001210,Gregory F. Murphy,HSWM,house,House Committee on Ways and Means,,majority,,12,
B001292,"Donald S. Beyer, Jr.",HSWM,house,House Committee on Ways and Means,,minority,,12,
K000392,David Kustoff,HSWM,house,House Committee on Ways and Means,,majority,,13,
E000296,Dwight Evans,HSWM,house,House Committee on Ways and Means,,minority,,13,
F000466,Brian K. Fitzpatrick,HSWM,house,House Committee on Ways and Means,,majority,,14,
S001190,Bradley Scott Schneider,HSWM,house,House Committee on Ways and Means,,minority,,14,
S001214,W. Gregory Steube,HSWM,house,House Committee on Ways and Means,,majority,,15,
P000613,Jimmy Panetta,HSWM,house,House Committee on Ways and Means,,minority,,15,
T000478,Claudia Tenney,HSWM,house,House Committee on Ways and Means,,majority,,16,
G000585,Jimmy Gomez,HSWM,house,House Committee on Ways and Means,,minority,,16,
F000470,Michelle Fischbach,HSWM,house,House Committee on Ways and Means,,majority,,17,
H001066,Steven Horsford,HSWM,house,House Committee on Ways and Means,,minority,,17,
M001213,Blake D. Moore,HSWM,house,House Committee on Ways and Means,,majority,,18,
P000610,Stacey E. Plaskett,HSWM,house,House Committee on Ways and Means,,minority,,18,
V000134,Beth Van Duyne,HSWM,house,House Committee on Ways and Means,,majority,,19,
S001201,Thomas R. Suozzi,HSWM,house,House Committee on Ways and Means,,minority,,19,
F000446,Randy Feenstra,HSWM,house,House Committee on Ways and Means,,majority,,20,
M000317,Nicole Malliotakis,HSWM,house,House Committee on Ways and Means,,majority,,21,
C001126,Mike Carey,HSWM,house,House Committee on Ways and Means,,majority,,22,
Y000067,Rudy Yakym III,HSWM,house,House Committee on Ways and Means,,majority,,23,
M001222,Max L. Miller,HSWM,house,House Committee on Ways and Means,,majority,,24,
B001314,Aaron Bean,HSWM,house,House Committee on Ways and Means,,majority,,25,
M001224,Nathaniel Moran,HSWM,house,House Committee on Ways and Means,,majority,,26,
C001087,"Eric A. ""Rick"" Crawford",HLIG,house,House Permanent Select Committee on Intelligence,,majority,Chairman,1,
H001047,James A. Himes,HLIG,house,House Permanent Select Committee on Intelligence,,minority,Ranking Member,1,
S001196,Elise M. Stefanik,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,2,
C001072,André Carson,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,2,
K000388,Trent Kelly,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,3,
C001091,Joaquin Castro,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,3,
L000585,Darin LaHood,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,4,
K000391,Raja Krishnamoorthi,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,4,
F000466,Brian K. Fitzpatrick,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,5,
C001121,Jason Crow,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,5,
S001189,Austin Scott,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,6,
B001287,Ami Bera,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,6,
H001072,J. French Hill,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,7,
P000610,Stacey E. Plaskett,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,7,
C001120,Dan Crenshaw,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,8,
G000583,Josh Gottheimer,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,8,
P000605,Scott Perry,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,9,
G000585,Jimmy Gomez,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,9,
J000304,Ronny Jackson,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,10,
H001085,Chrissy Houlahan,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,10,
W000812,Ann Wagner,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,11,
Q000023,Mike Quigley,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,11,
C001118,Ben Cline,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,12,
C001068,Steve Cohen,HLIG,house,House Permanent Select Committee on Intelligence,,minority,,12,
S001214,W. Gregory Steube,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,13,
T000478,Claudia Tenney,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,14,
F000246,Pat Fallon,HLIG,house,House Permanent Select Committee on Intelligence,,majority,,15,
H001072,J. French Hill,HSBA,house,House Committee on Financial Services,,majority,Chair,1,
W000187,Maxine Waters,HSBA,house,House Committee on Financial Services,,minority,Ranking Member,1,
L000491,Frank D. Lucas,HSBA,house,House Committee on Financial Services,,majority,,2,
V000081,Nydia M. Velázquez,HSBA,house,House Committee on Financial Services,,minority,,2,
S000250,Pete Sessions,HSBA,house,House Committee on Financial Services,,majority,,3,
S000344,Brad Sherman,HSBA,house,House Committee on Financial Services,,minority,,3,
H001058,Bill Huizenga,HSBA,house,House Committee on Financial Services,,majority,,4,
M001137,Gregory W. Meeks,HSBA,house,House Committee on Financial Services,,minority,,4,
W000812,Ann Wagner,HSBA,house,House Committee on Financial Services,,majority,,5,
S001157,David Scott,HSBA,house,House Committee on Financial Services,,minority,,5,
B001282,Andy Barr,HSBA,house,House Committee on Financial Services,,majority,,6,
L000562,Stephen F. Lynch,HSBA,house,House Committee on Financial Services,,minority,,6,
W000816,Roger Williams,HSBA,house,House Committee on Financial Services,,majority,,7,
G000553,Al Green,HSBA,house,House Committee on Financial Services,,minority,,7,
E000294,Tom Emmer,HSBA,house,House Committee on Financial Services,,majority,,8,
C001061,Emanuel Cleaver,HSBA,house,House Committee on Financial Services,,minority,,8,
L000583,Barry Loudermilk,HSBA,house,House Committee on Financial Services,,majority,,9,
H001047,James A. Himes,HSBA,house,House Committee on Financial Services,,minority,,9,
D000626,Warren Davidson,HSBA,house,House Committee on Financial Services,,majority,,10,
F000454,Bill Foster,HSBA,house,House Committee on Financial Services,,minority,,10,
R000612,John W. Rose,HSBA,house,House Committee on Financial Services,,majority,,11,
B001281,Joyce Beatty,HSBA,house,House Committee on Financial Services,,minority,,11,
S001213,Bryan Steil,HSBA,house,House Committee on Financial Services,,majority,,12,
V000130,Juan Vargas,HSBA,house,House Committee on Financial Services,,minority,,12,
T000480,William R. Timmons IV,HSBA,house,House Committee on Financial Services,,majority,,13,
G000583,Josh Gottheimer,HSBA,house,House Committee on Financial Services,,minority,,13,
S001188,Marlin A. Stutzman,HSBA,house,House Committee on Financial Services,,majority,,14,
G000581,Vicente Gonzalez,HSBA,house,House Committee on Financial Services,,minority,,14,
N000190,Ralph Norman,HSBA,house,House Committee on Financial Services,,majority,,15,
C001117,Sean Casten,HSBA,house,House Committee on Financial Services,,minority,,15,
M001204,Daniel Meuser,HSBA,house,House Committee on Financial Services,,majority,,16,
P000617,Ayanna Pressley,HSBA,house,House Committee on Financial Services,,minority,,16,
K000397,Young Kim,HSBA,house,House Committee on Financial Services,,majority,,17,
T000481,Rashida Tlaib,HSBA,house,House Committee on Financial Services,,minority,,17,
D000032,Byron Donalds,HSBA,house,House Committee on Financial Services,,majority,,18,
T000486,Ritchie Torres,HSBA,house,House Committee on Financial Services,,minority,,18,
G000597,Andrew R. Garbarino,HSBA,house,House Committee on Financial Services,,majority,,19,
G000587,Sylvia R. Garcia,HSBA,house,House Committee on Financial Services,,minority,,19,
F000471,Scott Fitzgerald,HSBA,house,House Committee on Financial Services,,majority,,20,
W000788,Nikema Williams,HSBA,house,House Committee on Financial Services,,minority,,20,
F000474,Mike Flood,HSBA,house,House Committee on Financial Services,,majority,,21,
P000620,Brittany Pettersen,HSBA,house,House Committee on Financial Services,,minority,,21,
L000599,Michael Lawler,HSBA,house,House Committee on Financial Services,,majority,,22,
F000110,Cleo Fields,HSBA,house,House Committee on Financial Services,,minority,,22,
D000594,Monica De La Cruz,HSBA,house,House Committee on Financial Services,,majority,,23,
B001326,Janelle S. Bynum,HSBA,house,House Committee on Financial Services,,minority,,23,
O000175,Andrew Ogles,HSBA,house,House Committee on Financial Services,,majority,,24,
L000607,Sam T. Liccardo,HSBA,house,House Committee on Financial Services,,minority,,24,
N000193,Zachary Nunn,HSBA,house,House Committee on Financial Services,,majority,,25,
